name,artistName,release_date,popularity,duration_ms
Madison (orla & friends version),Orla Gartland,2021-12-01,28,228618
Would You Be So Kind,dodie,2017-08-11,61,180952
Burned Out,dodie,2019-01-18,50,211940
Sick of Losing Soulmates,dodie,2016-10-14,55,267377
I Kissed Someone (It Wasn't You),dodie,2021-05-07,47,150937
Monster,dodie,2019-01-18,56,245847
Bloom,Matilda Mann,2021-06-30,51,166053
Nobody Really Cares,Baby Queen,2022-07-04,52,174799
I'm A Mess,Baby Queen,2021-09-03,32,181933
never been in love,Gatlin,2020-08-21,0,186314
Julia,Hollie Col,2022-04-15,30,186538
Unholy,Hollie Col,2019-07-05,34,181081
Talia,King Princess,2018-04-13,61,207720
I Know A Place,MUNA,2017-02-03,58,272813
Lost in Translation,Daniela Andrade,2019-10-25,32,188000
Words Ain't Enough,Tessa Violet,2019-10-25,42,124365
Ambitions,Erato,2014-06-02,29,192465
Say It Again - Acoustic,Frances,2016-07-15,43,181408
Buzzkill,Baby Queen,2020-07-08,44,204256
Bad Ideas,Tessa Violet,2019-10-25,51,179173
Let It Out,Frances,2017-03-17,35,232133
We Can Never Go Back - Acoustic,Joy Williams,2015-08-28,31,249893
Doomsday,Matilda Mann,2021-04-16,51,189506
Buka Semangat Baru,Marcello Tahitoe,2011-02-21,51,232746
Fake Believe,Baby Queen,2021-09-03,32,224706
Gas Gas Gas (Initial D),Tsuko G.,2017-08-26,8,272404
Deja Vu (Initial D),Tsuko G.,2017-05-20,7,250941
夜空,音田 雅則,2022-03-15,55,249317
traitor,Olivia Rodrigo,2021-05-21,88,229226
happier,Olivia Rodrigo,2021-05-21,87,175933
Never Gonna Give You Up,Rick Astley,1987-11-12,81,213573
ベテルギウス,Yuuri,2021-11-04,65,230393
life was a beach,Lena,2019-12-06,54,174221
No Reason,Ryan.B,2018-04-10,61,215497
Malibu,Miley Cyrus,2017-09-29,77,231906
Bring Me To Life,Evanescence,2003-03-04,87,235893
さよならメモリーズ,supercell,2011-03-16,42,368373
うたかた花火,supercell,2010-08-25,49,361506
The Bravery,supercell,2013-03-06,43,366786
Kyoran Hey Kids!!,THE ORAL CIGARETTES,2019-08-28,35,251472
シュガーソングとビターステップ,UNISON SQUARE GARDEN,2016-07-06,62,253226
センパイ。,HoneyWorks,2016,31,312746
Got Weird,dodie,2022-07-29,50,202435
Moment In The Sun - Bonus Track,Sunflower Bean,2022-05-06,45,189634
We'll Never Have Sex,Leith Ross,2022-03-25,65,99620
mom i think im gay,Boyish,2020-02-14,0,167926
あとひとつ,Nicholas Edwards,2018-04-25,30,341720
ヘビーローテーション,AKB48,2011-06-08,52,283386
あとひとつ feat.こぴ,kobasolo,2019-02-20,43,339440
だってアタシのヒーロー。,LiSA,2017-08-02,57,234093
オトノナルホウヘ→,Goose house,2015-02-25,50,216173
Attention,NewJeans,2022-08-01,81,180066
Hype Boy,NewJeans,2022-08-01,84,179026
Cookie,NewJeans,2022-08-01,78,235562
Hurt,NewJeans,2022-08-01,78,177946
LOVE DIVE,IVE,2022-04-05,80,177186
ELEVEN,IVE,2021-12-01,77,178453
Sign,FLOW,2010-06-16,68,236426
オレンジ,7!!,2011,1,350200
Butter-Fly (デジモンアドベンチャー全話OP),Sho Oosawa,2015-05-15,52,257950
GO!!!,FLOW,2004,65,236160
"Reflection - From ""Mulan""",LEE SUHYUN,2020-08-31,36,219147
THE BADDEST,K/DA,2020-08-27,71,162600
チキチキバンバン,QUEENDOM,2022-05-20,56,202500
Panorama,IZ*ONE,2020-12-07,69,222853
シルエット,KANA-BOON,2015-01-21,75,240133
1950,King Princess,2018-02-23,72,225133
Leave Before You Love Me (with Jonas Brothers),Marshmello,2021-05-21,84,154983
Arcade,Duncan Laurence,2020-11-27,64,185146
Infinity,Jaymes Young,2017-06-23,83,237720
Adore You,Harry Styles,2019-12-13,85,207133
Be Kind (with Halsey),Marshmello,2020-05-01,76,172761
Never Really Over,Katy Perry,2019-05-31,71,223523
Slide Away,Miley Cyrus,2019-08-16,19,233654
Falling,Harry Styles,2019-12-13,85,240133
Yellow Hearts,Ant Saunders,2019-06-18,65,223257
good 4 u,Olivia Rodrigo,2021-05-21,87,178146
cardigan,Taylor Swift,2020-07-24,91,239560
Stupid Love,Lady Gaga,2020-05-29,69,193533
Slow Hands,Niall Horan,2017-10-20,79,188174
Lemon,Kenshi Yonezu,2020-08-05,72,255826
M八七,Kenshi Yonezu,2022-05-13,61,263120
キセキ,GReeeeN,2020-05-01,0,271160
Better Place,Rachel Platten,2016-01-01,61,176386
All Falls Down (feat. Juliander),Alan Walker,2017-10-27,65,199111
TT feat.佐々木萌 (エドガー・サリヴァン),kobasolo,2019-02-20,20,223560
愛你,Cyndi Wang,2004-03-01,60,219626
Tunak Tunak Tun,Daler Mehndi,1998-02-28,60,303133
Heartstrings,Jung Yong Hwa,2011-06-29,52,191007
Every Summertime,NIKI,2021-08-10,79,215686
FIRE BIRD,Roselia,2020-07-15,0,324566
Butterfly Fly Away,Miley Cyrus,2009-01-01,65,189240
GAS GAS GAS - EXTENDED MIX,Manuel,2019-06-12,65,261040
R,Roselia,2018-07-25,0,284833
Maware! Setsugetsuka,Plazma,2015-08-01,20,247500
プライド革命 feat.未来,kobasolo,2019-02-20,22,223573
サムライハート(Some Like It Hot ! ! ) feat.未来,kobasolo,2019-02-20,21,192600
I LOVE YOU feat.有華,kobasolo,2019-02-20,29,314066
Nippon Manjyuu,LADYBABY,2015-07-29,32,268571
DAYS of DASH,Konomi Suzuki,2017-12-20,44,250720
The Rumbling,SiM,2022-02-07,74,220799
BABY I LOVE U feat.竹内美宥,kobasolo,2019-02-20,30,309146
たしかなこと feat.菅野樹梨,kobasolo,2019-02-20,40,298466
Blue,kobasolo,2019-07-05,30,281054
doomsday,Lizzy McAlpine,2022-04-08,0,268432
Games,Tessa Violet,2019-10-25,40,221051
Kill the Switch,Addison Grace,2022-05-06,0,169669
bored&blind,ella jane,2021-09-10,46,221657
My Own Person - Acoustic,Ezra Williams,2022-06-08,0,252891
Blue Hippo,Maya Hawke,2021-12-07,42,199711
K.L.F.G.,Daniela Andrade,2020-09-17,33,114866
Bored,Tessa Violet,2019-10-25,42,183380
Persephone,Daisy the Great,2021-02-11,43,261680
Bawa a Sat Sat,Eaint Chit,2017-02-24,15,262906
Kyal Tway Sone Tae Nya,Htoo Eain Thin,2005-01-01,38,255503
Everyone I've Never Met,Leith Ross,2020-10-16,48,191353
Kitchen Song,Tessa Violet,2022-08-09,33,155080
Seasick,Hollie Col,2022-04-15,24,174217
Hills Of Fire,Sarah Kinsley,2022-04-07,0,233885
CHASING DAYLIGHT,NOAHFINNCE,2022-06-03,38,163102
Senandung Pertemanan,The Changcuters,2009-03-23,46,287093
To Love a Boy,Maya Hawke,2019-08-16,55,137946
堕天,Creepy Nuts,2022-07-08,61,172948
怪獣の花唄,Vaundy,2020-05-27,65,224806
シャル・ウィ・ダンス?,ReoNa,2022-07-09,48,266906
ピースサイン,Kenshi Yonezu,2017-11-01,72,238533
On The Way To Meet You,Able,2022-02-17,23,224007
Spring Day,BTS,2017-02-13,75,274097
Sticker picture,21univ.,2022-07-12,37,188240
I Ain't Worried,OneRepublic,2022-05-13,91,148485
Still Life,BIGBANG,2022-04-05,63,188369
Left and Right (Feat. Jung Kook of BTS),Charlie Puth,2022-06-24,78,154486
That That (prod.&feat. SUGA of BTS),PSY,2022-04-29,76,174646
Feel My Rhythm,Red Velvet,2022-03-21,71,210253
Nest,Lim Young Woong,2022-05-02,57,172280
Baby I Need You,Joosiq,2022-03-30,52,215400
INVU,TAEYEON,2022-02-14,73,204973
Weekend,TAEYEON,2021-07-06,58,233413
일과 이분의 일,황혜영,2016-06-01,31,237029
haeyo (2022),An Nyeong,2022-06-07,47,238071
A Psalm of Life,Lim Young Woong,2022-05-02,59,233360
GANADARA (Feat. IU),Jay Park,2022-03-11,64,203727
Tell me you love me,Tophyun,2022-08-07,44,199266
FOREVER 1,Girls' Generation,2022-08-05,68,202533
If you lovingly call my name,GyeongseoYeji,2021-05-19,50,231338
Fanfare,DAVICHI,2022-05-16,36,209306
strawberry moon,IU,2021-10-19,62,205333
Love Letter,Lim Young Woong,2022-05-02,58,215040
Yet To Come,BTS,2022-06-10,74,193593
dawn call from you,Han Dong Geun,2022-07-31,41,237653
My pleasure Is That You Ride The Bentley,Kim Seungmin,2021-10-19,48,181800
Dear my X,KyoungSeo,2022-04-24,53,187733
My Universe,Coldplay,2021-09-24,80,228000
Thérèse,Maya Hawke,2022-06-29,56,207389
My Dearest,supercell,2011-11-23,58,338520
星屑ビーナス,Aimer,2012-10-03,56,252226
Headlights (Acoustic Version),Katja Petri,2015-04-22,30,204406
Reruns,Hollie Col,2022-04-15,23,214426
What Was Mine,Sarah Kinsley,2022-05-12,0,194639
Strawberry Blonde,chloe moriondo,2021-05-07,47,227866
The Cause,Tommy Lefroy,2021-11-17,0,185781
Pancakes for Dinner,Lizzy McAlpine,2020-08-13,0,235035
Dips,Daisy the Great,2019-01-18,37,242584
Dover Beach Pt. 2,Baby Queen,2021-09-03,31,122480
Smitten,Leanna Firestone,2022-01-13,53,149269
Panic Attack,Liza Anne,2018-03-09,40,224640
Cool Girl,dodie,2021-05-07,47,199384
nothing else i could do,ella jane,2021-09-10,57,170000
5'1,Greta Isaac,2021-09-29,31,178133
IDKW,Daisy the Great,2019-01-18,35,105897
I'd Have to Think About It,Leith Ross,2021-10-08,61,150141
Internet Religion,Baby Queen,2020-05-29,37,233364
I Wish I Never Met You,Babygirl,2018-08-10,0,211744
Memories,Conan Gray,2022-06-24,82,248818
Google Translate / poppies,Leanna Firestone,2022-02-24,41,263541
Getting Used To,Addison Grace,2022-04-27,0,171317
Polly Pocket,Daniela Andrade,2019-07-31,28,193733
Time On,ella jane,2022-04-28,24,228823
Interlude III,Tessa Violet,2019-10-25,36,169723
Wish You Were Gay,Claud,2019-06-14,5,191304
Presumably Dead Arm (617 Sessions),Sidney Gish,2017-10-20,53,214100
Four Leaf Dream,Matilda Mann,2022-02-25,50,141475
Motion Sickness,Phoebe Bridgers,2017-09-22,80,229760
Great One,Jessie Reyez,2017-04-21,56,169826
Cheap Queen,King Princess,2019-10-25,49,161946
stupid games,Mad Tsai,2022-03-10,42,192124
What If I Love You,Gatlin,2021-04-08,4,158360
Friday Night Big Screen,girli,2019-04-05,45,209360
Jackie Onassis,Sammy Rae & The Friends,2020-06-05,54,293142
Gambling Addiction,Leanna Firestone,2022-02-10,40,167138
Talk It Up,Sammy Rae & The Friends,2018-07-10,59,238480
You Signed Up For This,Maisie Peters,2021-08-27,51,195133
all my ghosts,Lizzy McAlpine,2022-04-08,0,197032
Talking to Myself,Gatlin,2020-08-21,0,231269
Narcissist,Baby Queen,2021-09-03,36,187746
Good Life,Sammy Rae & The Friends,2018-07-10,56,236000
Be Your Own Muse,Haley Blais,2020-08-25,42,241653
Pessimist,Greta Isaac,2021-01-15,22,192026
Calling Card,ella jane,2021-10-26,42,192413
What Do You Want from Me Tonight?,Sidney Gish,2016-12-29,43,133743
Until the End,Chloe Ament,2022-03-25,43,344448
残響散歌,Aimer,2021-12-06,73,184893
A Shitty Gay Song About You,Ezra Williams,2018-04-02,4,115657
Nothing New (feat. Phoebe Bridgers) (Taylor’s Version) (From The Vault),Taylor Swift,2021-11-12,78,258812
Last Request,Kit Connor,2022-01-01,0,113197
Living Room Floor,Sammy Rae & The Friends,2020-08-28,45,222865
I'll Call You Mine,girl in red,2021-04-30,3,201945
.,girl in red,2021-04-30,3,166240
Over Your Head - SASAMI remix,Orla Gartland,2022-09-07,15,167665
Afterlife - demo,Orla Gartland,2022-09-07,31,83129
"You're Not Special, Babe - live at Middle Farm studios",Orla Gartland,2022-09-07,18,219736
Bloodline / Difficult Things - live in Dublin,Orla Gartland,2022-09-07,18,369671
More Like You - acoustic,Orla Gartland,2022-09-07,23,237698
Thérèse,Maya Hawke,2022-09-23,56,207389
LAZY,Baby Queen,2022-09-28,40,203341
Hills Of Fire,Sarah Kinsley,2022-06-10,0,233885
Fin,Daniela Andrade,2019-10-25,31,159720
Waiting for You,The Aces,2018-04-06,49,257015
Persephone,Sidney Gish,2017-12-31,42,204480
Deadwater,Wet,2016-01-29,40,217000
Want My Love (Acoustic),Cathedrals,2014-09-03,23,259230
February,Matilda Mann,2021-07-30,50,149626
I Don’t Wanna Fall in Love,Addison Grace,2022-05-06,0,196457
touch tank,quinnie,2022-08-26,58,179133
at least i'm pretty,Harriette,2021-04-19,1,106800
Everyone Adores You (at least I do),Matt Maltese,2021-10-08,73,203133
Amoeba,Clairo,2021-07-16,74,228922
Flesh without Blood,Grimes,2015-11-06,57,264523
24 Hours,Sky Ferreira,2013-01-01,43,244133
"Kokomo, IN",Japanese Breakfast,2021-06-04,59,218744
Keep Lying,Donna Missal,2018-09-07,42,216339
Face Like Thunder,The Japanese House,2016-11-11,38,237428
More,The Greeting Committee,2018-10-26,52,220733
Hills Of Fire,Sarah Kinsley,2022-04-07,38,233885
My Own Person,Ezra Williams,2020-11-19,54,264873
fever dream,mxmtoon,2020-04-22,58,196480
Nice,Matilda Mann,2022-04-12,34,195991
What Was Mine,Sarah Kinsley,2022-05-12,37,194639
Sweet Tooth,Maya Hawke,2022-09-23,46,221082
Best Friend,Rex Orange County,2017-01-25,78,262231
girls,girl in red,2018-06-08,75,198400
The Cause,Tommy Lefroy,2021-11-17,47,185781
A Shitty Gay Song About You,Ezra Williams,2018-04-02,51,115657
all my ghosts,Lizzy McAlpine,2022-04-08,64,197032
I Wish I Never Met You,Babygirl,2018-08-10,59,211744
I'll Call You Mine,girl in red,2021-04-30,69,201945
Pancakes for Dinner,Lizzy McAlpine,2020-08-13,67,235035
I Don’t Wanna Fall in Love,Addison Grace,2022-05-06,29,196457
Tremolo,Chilli Beans.,2022-07-13,50,187947
Kill the Switch,Addison Grace,2022-05-06,31,169669
Paramaniac,Abby Roberts,2022-06-10,28,180563
マイボーイ,Chilli Beans.,2022-07-13,39,246294
Lonely Bones,dodie,2022-09-30,48,184532
No Big Deal (I Love You),dodie,2022-09-30,44,195081
Hot Mess,dodie,2022-09-30,39,174558
Got Weird,dodie,2022-09-30,39,202435
in the bed (demo),dodie,2021-05-07,36,144074
Human,dodie,2019-01-18,50,202721
Absolutely Smitten,dodie,2016-11-18,51,181000
Boys Like You,dodie,2019-09-27,43,180825
.,dodie,2021-05-07,37,83264
bite back (demo),dodie,2021-05-07,35,180366
You,dodie,2017-08-11,44,170975
Life Lesson,dodie,2016-11-18,3,22000
Four Tequilas Down,dodie,2021-05-07,41,142150
Guiltless (Bonus),dodie,2021-05-07,39,209647
Ready Now,dodie,2019-04-19,54,181969
all my daughters (demo),dodie,2021-05-07,36,190824
Hate Myself (Voice Memo),dodie,2021-02-26,25,208657
bored like me (demo),dodie,2021-05-07,37,122057
"one last time, please (demo)",dodie,2021-05-07,36,163539
Guiltless,dodie,2019-05-27,41,208033
All I Do Is Dream of You,Faultline,2018-07-01,40,162046
I Have A Hole In My Tooth (And My Dentist is Shut),dodie,2016-11-18,35,40000
don't quite belong (demo),dodie,2021-05-07,35,205873
let go (demo),dodie,2021-05-07,36,161288
Boys Like You (Bonus),dodie,2021-05-07,40,180863
Sorry,dodie,2021-05-07,40,165619
Sick of Losing Soulmates,dodie,2016-11-18,45,267300
Before the Line,dodie,2021-05-07,39,216601
Shotgun,Pomplamoose,2019-02-22,42,175932
Breakup Mashup,Pomplamoose,2020-05-05,38,174352
October Passed Me By,girl in red,2022-10-14,75,165746
Krystal,Matt Maltese,2020-11-20,68,220244
When,dodie,2021-05-07,50,223108
Apple Pie,Lizzy McAlpine,2020-08-13,65,259165
Love Flew Away,Laufey,2021-10-07,64,147346
Slide,Frankie Cosmos,2021-10-13,1,60905
could you love me while i hate myself,Zeph,2021-10-15,80,60333
Habits,Genevieve Stokes,2022-08-12,8,136733
Slow Down,Laufey,2022-10-14,64,145093
Like the Movies,Laufey,2021-04-30,72,162758
Not What I Meant (feat. Lewis Watson),dodie,2019-01-18,44,143290
Intertwined,dodie,2016-11-18,45,191100
When - Live,dodie,2016-11-18,39,195000
Hate Myself,dodie,2021-05-07,45,208092
Souvenirs,Orla Gartland,2015-01-18,27,237002
Whispers,Orla Gartland,2015-01-18,25,223257
Get Back,Orla Gartland,2015-01-18,26,188108
Lonely People,Orla Gartland,2015-01-18,33,189500
If I'm Being Honest,dodie,2019-01-18,47,279324
6/10,dodie,2017-08-11,39,185487
anything (demo),dodie,2021-05-07,35,151910
In The Middle,dodie,2017-08-11,49,181632
Secret For The Mad,dodie,2017-08-11,49,197278
Special Girl,dodie,2021-05-07,43,193423
I Wish You Love,Laufey,2021-04-30,74,155138
Fragile,Laufey,2022-08-26,70,241080
Hate Myself - Georgia Remix,dodie,2021-03-12,25,240869
Air So Sweet,dodie,2021-05-07,56,65300
Rainbow,dodie,2021-05-07,41,166876
?,dodie,2021-05-07,39,72035
Party Tattoos,dodie,2018-01-01,44,217700
Instrumental,dodie,2017-08-11,39,50340
Arms Unfolding,dodie,2019-01-18,46,95764
Here Comes The Sun (feat. dodie),Jacob Collier,2019-04-26,37,238360
Encore,Adiescar Chase,2022-04-22,38,57360
Afterglow,Us The Duo,2021-04-09,23,182779
Kiss,Adiescar Chase,2022-04-22,41,125080
Déjà Vu,Adiescar Chase,2022-04-22,36,57120
Doors,Us The Duo,2021-04-09,23,233283
Dreams Tonite,Alvvays,2017-09-08,64,196026
drivers license,Us The Duo,2021-04-09,53,228693
FFVII REMAKE: ジェシーのテーマ (Jessie's Theme),Masashi Hamauzu,2020-05-27,40,147906
FFVII REMAKE: エアリスとマリン -いいにおい- (Aerith and Marlene - A Familiar Flower),Nobuo Uematsu,2020-05-27,32,120453
FFVII REMAKE: 片翼の天使 -再生- (One-Winged Angel - Rebirth),Nobuo Uematsu,2020-05-27,46,619066
FFVII REMAKE: ウォール・マーケット -欲望の街- (Wall Market - The Town That Never Sleeps),鈴木 光人,2020-05-27,31,125466
FFVII REMAKE: ウォール・マーケット -マダム・マム- (Wall Market - Madam M),鈴木 光人,2020-05-27,25,127200
FFVII REMAKE: 虐げられた民衆 -ベグ盗賊団- (The Oppressed - Beck's Badasses),Nobuo Uematsu,2020-05-27,29,196093
FFVII REMAKE: クラッシュボックス (Whack-a-Box),石川 大樹,2020-05-27,32,112160
FFVII REMAKE: エアリスのテーマ -ただいま- (Aerith's Theme - Home Again),Nobuo Uematsu,2020-05-27,42,255826
FFVII REMAKE: 約束の地 -巡る命- (The Promised Land - Cycle of Souls),Nobuo Uematsu,2020-05-27,34,171840
FFVII REMAKE: 月夜の大泥棒 (Moonlight Thievery),Masashi Hamauzu,2020-05-27,31,266733
"FFVII REMAKE: 給水塔の約束 (A Tower, a Promise)",Nobuo Uematsu,2020-05-27,34,159840
FFVII REMAKE: 七六分室陽動作戦 (S7-6 Annex Diversion),中村佳紀,2020-05-27,31,400640
FFVII REMAKE: タークスのテーマ (The Turks' Theme),Nobuo Uematsu,2020-05-27,29,145346
My Vine,Wasia Project,2022-12-09,48,188081
the perfect pair,beabadoobee,2022-07-15,80,177533
Coffee,beabadoobee,2017-11-04,71,126824
Cologne,beabadoobee,2021-06-24,69,164690
Last Day On Earth,beabadoobee,2021-03-25,55,222357
Sunny day,beabadoobee,2022-07-15,67,160493
The Moon Song,beabadoobee,2017-11-06,66,141040
Talk,beabadoobee,2022-07-15,62,158293
fall in love with a girl (feat. Beabadoobee),Cavetown,2022-06-10,31,190853
Never Been Better (feat. Orla Gartland),half•alive,2022-12-02,50,188320
Love to Keep Me Warm,Laufey,2021-12-03,65,158133
Burning Eyes R Calling,Wasia Project,2020-04-28,45,313539
Why Don't U Love Me,Wasia Project,2019-10-27,43,159010
Time To Rest Your Weary Head,Jacob Collier,2019-07-19,42,369426
Beautiful People,Pomplamoose,2019-08-09,26,196182
Fair,The Amazing Devil,2020-03-27,50,377719
Ramblings of a Lunatic,Bears In Trees,2020-06-05,51,212013
is your bedroom ceiling bored? (feat. Cavetown),Sody,2020-07-29,55,207509
Mothers and Fathers,Dom Fera,2019-05-31,39,224026
Words Ain't Enough,Tessa Violet,2020-10-16,39,124415
Least Favorite Only Child,Leanna Firestone,2021-03-05,49,249333
Hug All Ur Friends,Cavetown,2019-04-12,59,335101
creature - w/ Orchestra,half•alive,2020-05-01,39,339653
The Truth,36 Questions,2021-09-05,35,265608
Raining in June,Olive Klug,2021-08-28,55,166138
Rainbow Connection,Pomplamoose,2019-10-29,36,200571
Partners in Crime,FINNEAS,2019-10-04,59,223283
The Sun Is In Your Eyes - Voice Memo,Jacob Collier,2021-01-01,53,111875
can i sleep in ur bed,Elliot Lee,2021-02-26,21,135693
Backup Plan,Maya Hawke,2022-09-23,49,197469
Not Forever After,Olive Klug,2021-03-18,32,219142
Forever Endeavor,The Altogether,2018-12-18,32,282981
Allie,NoSo,2018-01-24,39,205500
U Deserve,Wasia Project,2020-10-04,46,218383
Boy Who Has Everything,Annika Bennett,2018-09-28,41,186290
Welcome to Eden,Samia,2017-12-08,34,216919
Midnights in October (Shannon's Song),Dom Fera,2020-11-17,37,213574
Wish You Were Gay,Claud,2019-10-25,51,191306
Let Yourself Go,Haley Blais,2018-04-07,31,123636
Magnolia,Laufey,2021-04-30,68,180301
Good Lie,Sammy Copley,2019-10-13,32,182149
Night Shift,Lucy Dacus,2018-03-02,71,391829
Monster (feat. King Princess),Adventure Time,2020-12-04,47,170918
You're So Fucking Pretty,The Regrettes,2022-04-08,45,229960
Bookstore Girl,Charlie Burg,2018-07-20,39,203076
In Blue,Declan McKenna,2019-04-19,45,294021
Smoke Signals (feat. Tessa Violet),Cavetown,2020-07-10,53,208966
The Things We Used to Share,Thomas Sanders,2017-07-27,45,203582
Icarus,Emma Blackery,2018-08-31,36,215560
Self Help,Olive Klug,2022-02-04,39,222264
Knievel,Tommy Lefroy,2021-11-17,35,182408
Pumpkin,The Regrettes,2019-08-09,55,207774
Sophie,The Altogether,2018-01-22,42,247420
Drinking Song for the Socially Anxious,The Amazing Devil,2021-11-10,49,336733
Strawberry Blond,Mitski,2013-08-01,70,114277
All of Them Dreams,Tom Rosenthal,2018-10-26,38,176981
Thinking About,Lauren Aquilina,2016-08-26,27,237338
Company,Daisy the Great,2019-01-18,30,224051
Vampires,Tommy Lefroy,2021-11-17,46,195222
Games,Tessa Violet,2021-04-08,43,209748
Sappho,delian,2021-07-22,37,229288
Honeysuckle,Addison Grace,2021-01-29,40,223962
Traveling Song,Ryn Weaver,2015-08-28,33,194133
Tobacco In My Sheets,Lauren Aquilina,2020-11-13,28,201653
Suneater,Leanna Firestone,2021-01-29,50,239203
Novels,Rusty Clanton,2016-10-28,0,352079
Everything I Know About Love,Laufey,2022-08-26,59,209706
Growing Pains,Sammy Copley,2021-01-29,30,255076
Envy Green,The Arcadian Wild,2017-02-24,41,264062
Northern Towns,Tommy Lefroy,2021-02-18,38,176328
It Gets Better,Bears In Trees,2020-12-11,36,205373
Misfit Biscuit,Wasia Project,2020-11-13,49,197532
U Can't Touch This,MC Hammer,1990-02-20,75,257359
